timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-11T04:30:00,15.297,1.001,300.572,59.47
2026-04-11T04:35:00,16.789,1.005,449.928,56.936
2026-04-11T04:40:00,19.184,1.001,391.421,79.874
2026-04-11T04:45:00,17.824,0.991,336.364,73.418
2026-04-11T04:50:00,18.24,1.001,600.571,83.542
2026-04-11T04:55:00,19.626,0.753,579.716,75.821
2026-04-11T05:05:00,15.09,0.961,302.432,48.524
2026-04-11T05:10:00,18.074,0.848,584.209,64.014
2026-04-11T05:15:00,21.736,0.967,2108.472,107.574
2026-04-11T05:20:00,22.033,1.002,1005.76,111.465
2026-04-11T05:25:00,23.653,0.936,2095.528,121.638
2026-04-11T05:30:00,21.328,1.002,367.631,114.965
2026-04-11T05:35:00,25.651,0.987,510.37,202.275
2026-04-11T05:40:00,24.057,0.976,1230.51,149.084
2026-04-11T05:45:00,18.961,0.934,438.417,98.178
2026-04-11T05:50:00,20.953,0.948,293.695,75.321
2026-04-11T05:55:00,20.968,0.973,727.407,103.389
2026-04-11T06:00:00,16.228,0.93,699.803,53.446
2026-04-11T06:05:00,19.197,0.992,416.943,108.681
2026-04-11T06:10:00,19.92,0.976,702.16,123.719
2026-04-11T06:15:00,21.635,0.981,326.183,121.592
2026-04-11T06:20:00,19.416,1.003,190.647,88.484
2026-04-11T06:25:00,19.871,1.001,198.366,97.698
2026-04-11T06:30:00,20.091,0.995,686.491,93.892
2026-04-11T06:35:00,19.67,1.004,307.652,92.807
2026-04-11T06:40:00,18.558,1.002,435.275,80.627
2026-04-11T06:45:00,20.708,1.003,239.476,93.685
2026-04-11T06:50:00,25.038,0.954,1044.298,142.476
2026-04-11T06:55:00,23.913,0.984,629.904,115.835
2026-04-11T07:00:00,27.081,0.996,962.813,184.823
2026-04-11T07:05:00,21.461,0.966,343.052,105.863
2026-04-11T07:10:00,26.085,0.997,850.236,165.878
2026-04-11T07:15:00,21.347,1.004,689.623,75.896
2026-04-11T07:20:00,16.044,0.961,313.314,44.703
2026-04-11T07:25:00,20.263,0.967,353.371,52.141
2026-04-11T07:30:00,23.369,0.966,1156.101,97.43
2026-04-11T07:35:00,27.479,0.976,1080.169,196.437
2026-04-11T07:40:00,25.792,0.997,1132.033,232.479
2026-04-11T07:45:00,26.41,0.952,563.814,152.863
2026-04-11T07:50:00,28.04,0.983,1457.877,196.654
2026-04-11T07:55:00,27.537,0.974,818.088,179.186
2026-04-11T08:00:00,22.12,1.002,677.496,136.327
2026-04-11T08:05:00,28.399,1.003,798.181,197.277
2026-04-11T08:10:00,26.826,1.003,789.747,169.789
2026-04-11T08:15:00,25.417,1.002,610.187,151.319
2026-04-11T08:20:00,25.708,1.003,734.993,194.181
2026-04-11T08:25:00,26.291,0.974,384.59,151.183
2026-04-11T08:30:00,32.589,0.952,978.781,196.027
2026-04-11T08:35:00,31.17,0.968,749.272,288.322
2026-04-11T08:40:00,28.409,0.899,1172.84,190.603
2026-04-11T08:45:00,26.953,0.956,1326.673,139.591
2026-04-11T08:50:00,25.097,1.001,655.481,141.555
2026-04-11T08:55:00,25.86,1.004,641.389,134.655
2026-04-11T09:00:00,17.66,0.923,221.858,67.491
2026-04-11T09:05:00,20.006,0.912,428.009,120.478
2026-04-11T09:10:00,25.811,0.721,201.713,86.877
